40900_G.pthheat: 0.0000, Adjust_PSNR: 26.7616, Adjust_LPIPS: 0.1245, Adjust_SSIM: 0.8598, PSNR: 23.5885, LPIPS: 0.1298, SSIM: 0.8467
41000_G.pthheat: 0.0000, Adjust_PSNR: 26.5251, Adjust_LPIPS: 0.1276, Adjust_SSIM: 0.8578, PSNR: 23.2427, LPIPS: 0.1317, SSIM: 0.8451
41100_G.pthheat: 0.0000, Adjust_PSNR: 26.7233, Adjust_LPIPS: 0.1238, Adjust_SSIM: 0.8604, PSNR: 23.8144, LPIPS: 0.1280, SSIM: 0.8480
41200_G.pthheat: 0.0000, Adjust_PSNR: 26.6650, Adjust_LPIPS: 0.1224, Adjust_SSIM: 0.8577, PSNR: 23.4477, LPIPS: 0.1275, SSIM: 0.8440
41300_G.pthheat: 0.0000, Adjust_PSNR: 26.5457, Adjust_LPIPS: 0.1275, Adjust_SSIM: 0.8564, PSNR: 23.5866, LPIPS: 0.1302, SSIM: 0.8452
41400_G.pthheat: 0.0000, Adjust_PSNR: 26.5817, Adjust_LPIPS: 0.1254, Adjust_SSIM: 0.8596, PSNR: 22.9399, LPIPS: 0.1306, SSIM: 0.8453
41500_G.pthheat: 0.0000, Adjust_PSNR: 26.7503, Adjust_LPIPS: 0.1210, Adjust_SSIM: 0.8590, PSNR: 22.9240, LPIPS: 0.1282, SSIM: 0.8433
41600_G.pthheat: 0.0000, Adjust_PSNR: 26.6325, Adjust_LPIPS: 0.1215, Adjust_SSIM: 0.8606, PSNR: 23.1970, LPIPS: 0.1265, SSIM: 0.8466
41700_G.pthheat: 0.0000, Adjust_PSNR: 26.6627, Adjust_LPIPS: 0.1228, Adjust_SSIM: 0.8608, PSNR: 23.2754, LPIPS: 0.1278, SSIM: 0.8474
41800_G.pthheat: 0.0000, Adjust_PSNR: 26.6535, Adjust_LPIPS: 0.1243, Adjust_SSIM: 0.8583, PSNR: 23.6017, LPIPS: 0.1272, SSIM: 0.8479
41900_G.pthheat: 0.0000, Adjust_PSNR: 26.7319, Adjust_LPIPS: 0.1224, Adjust_SSIM: 0.8595, PSNR: 23.3129, LPIPS: 0.1275, SSIM: 0.8452
42000_G.pthheat: 0.0000, Adjust_PSNR: 26.5281, Adjust_LPIPS: 0.1263, Adjust_SSIM: 0.8577, PSNR: 23.4975, LPIPS: 0.1295, SSIM: 0.8450
42100_G.pthheat: 0.0000, Adjust_PSNR: 26.7593, Adjust_LPIPS: 0.1254, Adjust_SSIM: 0.8612, PSNR: 23.5789, LPIPS: 0.1296, SSIM: 0.8485
42200_G.pthheat: 0.0000, Adjust_PSNR: 26.8149, Adjust_LPIPS: 0.1206, Adjust_SSIM: 0.8603, PSNR: 23.6479, LPIPS: 0.1247, SSIM: 0.8479
42300_G.pthheat: 0.0000, Adjust_PSNR: 26.8413, Adjust_LPIPS: 0.1208, Adjust_SSIM: 0.8623, PSNR: 23.6624, LPIPS: 0.1251, SSIM: 0.8499
42400_G.pthheat: 0.0000, Adjust_PSNR: 26.7337, Adjust_LPIPS: 0.1246, Adjust_SSIM: 0.8596, PSNR: 23.4756, LPIPS: 0.1291, SSIM: 0.8466
42500_G.pthheat: 0.0000, Adjust_PSNR: 26.6548, Adjust_LPIPS: 0.1253, Adjust_SSIM: 0.8604, PSNR: 23.0748, LPIPS: 0.1295, SSIM: 0.8467
42600_G.pthheat: 0.0000, Adjust_PSNR: 26.3108, Adjust_LPIPS: 0.1285, Adjust_SSIM: 0.8543, PSNR: 22.9582, LPIPS: 0.1308, SSIM: 0.8419
42700_G.pthheat: 0.0000, Adjust_PSNR: 26.6468, Adjust_LPIPS: 0.1192, Adjust_SSIM: 0.8615, PSNR: 23.2592, LPIPS: 0.1244, SSIM: 0.8482
42800_G.pthheat: 0.0000, Adjust_PSNR: 26.2083, Adjust_LPIPS: 0.1337, Adjust_SSIM: 0.8537, PSNR: 23.2691, LPIPS: 0.1367, SSIM: 0.8422
42900_G.pthheat: 0.0000, Adjust_PSNR: 26.7301, Adjust_LPIPS: 0.1234, Adjust_SSIM: 0.8608, PSNR: 23.5672, LPIPS: 0.1272, SSIM: 0.8491
43000_G.pthheat: 0.0000, Adjust_PSNR: 26.8478, Adjust_LPIPS: 0.1185, Adjust_SSIM: 0.8625, PSNR: 23.3724, LPIPS: 0.1236, SSIM: 0.8497
43100_G.pthheat: 0.0000, Adjust_PSNR: 26.6449, Adjust_LPIPS: 0.1259, Adjust_SSIM: 0.8587, PSNR: 23.3124, LPIPS: 0.1289, SSIM: 0.8474
43200_G.pthheat: 0.0000, Adjust_PSNR: 26.6375, Adjust_LPIPS: 0.1261, Adjust_SSIM: 0.8597, PSNR: 23.6299, LPIPS: 0.1300, SSIM: 0.8478
43300_G.pthheat: 0.0000, Adjust_PSNR: 25.8982, Adjust_LPIPS: 0.1397, Adjust_SSIM: 0.8495, PSNR: 22.7422, LPIPS: 0.1409, SSIM: 0.8389
43400_G.pthheat: 0.0000, Adjust_PSNR: 26.6992, Adjust_LPIPS: 0.1249, Adjust_SSIM: 0.8602, PSNR: 23.9495, LPIPS: 0.1290, SSIM: 0.8481
43500_G.pthheat: 0.0000, Adjust_PSNR: 26.7561, Adjust_LPIPS: 0.1244, Adjust_SSIM: 0.8598, PSNR: 23.7606, LPIPS: 0.1284, SSIM: 0.8478
43600_G.pthheat: 0.0000, Adjust_PSNR: 26.7018, Adjust_LPIPS: 0.1221, Adjust_SSIM: 0.8607, PSNR: 23.4485, LPIPS: 0.1255, SSIM: 0.8502
43700_G.pthheat: 0.0000, Adjust_PSNR: 26.5143, Adjust_LPIPS: 0.1256, Adjust_SSIM: 0.8602, PSNR: 23.2440, LPIPS: 0.1295, SSIM: 0.8472
43800_G.pthheat: 0.0000, Adjust_PSNR: 26.8497, Adjust_LPIPS: 0.1232, Adjust_SSIM: 0.8606, PSNR: 23.6065, LPIPS: 0.1281, SSIM: 0.8483
